"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","MEGAHIT-MetaBAT2-ERR2143759.7","MEGAHIT-MetaBAT2-ERR2143760.4","SPAdes-MetaBAT2-ERR2143759.4","SPAdes-MetaBAT2-ERR2143760.5"
"group_3540","","hypothetical protein","4","4","1","64","16","","","","896","896","896","KKNACEHJ_00483","OJEIIDGO_00295","EDDCBIGE_00876","KOKFBEGO_01188"
"group_3541","","hypothetical protein","4","4","1","74","13","","","","1097","1097","1097","KKNACEHJ_02813","OJEIIDGO_02436","EDDCBIGE_00849","KOKFBEGO_00790"
"group_3542","","hypothetical protein","4","4","1","157","7","","","","1226","1226","1226","KKNACEHJ_03819","OJEIIDGO_01548","EDDCBIGE_02433","KOKFBEGO_02718"
"group_3543","","hypothetical protein","4","4","1","4","49","","","","791","791","791","KKNACEHJ_01776","OJEIIDGO_01319","EDDCBIGE_01556","KOKFBEGO_00001"
"rplX","","50S ribosomal protein L24","4","4","1","16","19","","","","359","359","359","KKNACEHJ_01996","OJEIIDGO_01377","EDDCBIGE_01624","KOKFBEGO_00516"
"group_3545","","hypothetical protein","4","4","1","149","5","","","","344","344","344","KKNACEHJ_00352","OJEIIDGO_01093","EDDCBIGE_02564","KOKFBEGO_02453"
"group_3546","","hypothetical protein","4","4","1","13","41","","","","311","311","311","KKNACEHJ_00764","OJEIIDGO_01111","EDDCBIGE_00032","KOKFBEGO_00125"
"group_3547","","hypothetical protein","4","4","1","46","4","","","","287","287","287","KKNACEHJ_02496","OJEIIDGO_00285","EDDCBIGE_02405","KOKFBEGO_03118"
"group_3548","pal_18","Peptidoglycan-associated lipoprotein","4","4","1","271","4","","","","929","929","929","KKNACEHJ_01532","OJEIIDGO_03398","EDDCBIGE_03083","KOKFBEGO_03414"
"psd","","Phosphatidylserine decarboxylase proenzyme","4","4","1","9","39","","","","662","662","662","KKNACEHJ_00281","OJEIIDGO_01265","EDDCBIGE_00495","KOKFBEGO_00325"
"group_355","","hypothetical protein","4","4","1","168","5","","","","1124","3527","2926","KKNACEHJ_01367","OJEIIDGO_03783","EDDCBIGE_01987","KOKFBEGO_02374"
"tsf","","Elongation factor Ts","4","4","1","80","12","","","","830","830","830","KKNACEHJ_00857","OJEIIDGO_03615","EDDCBIGE_02653","KOKFBEGO_01336"
"group_3551","","hypothetical protein","4","4","1","26","17","","","","362","362","362","KKNACEHJ_00702","OJEIIDGO_02623","EDDCBIGE_01710","KOKFBEGO_01997"
"group_3552","","hypothetical protein","4","4","1","18","15","","","","1385","1385","1385","KKNACEHJ_01849","OJEIIDGO_03286","EDDCBIGE_00600","KOKFBEGO_00395"
"group_3553","","hypothetical protein","4","4","1","198","6","","","","923","923","923","KKNACEHJ_01420","OJEIIDGO_02680","EDDCBIGE_02338","KOKFBEGO_02248"
"kmo_1","","Kynurenine 3-monooxygenase","4","4","1","53","8","","","","1145","1145","1145","KKNACEHJ_03107","OJEIIDGO_01415","EDDCBIGE_00382","KOKFBEGO_00340"
"recG","","ATP-dependent DNA helicase RecG","4","4","1","71","7","","","","2117","2117","2117","KKNACEHJ_01892","OJEIIDGO_00652","EDDCBIGE_00544","KOKFBEGO_01967"
"susC","","TonB-dependent receptor SusC","4","4","1","182","4","","","","2972","2972","2972","KKNACEHJ_01068","OJEIIDGO_00070","EDDCBIGE_02874","KOKFBEGO_00965"
"group_3557","","hypothetical protein","4","4","1","115","3","","","","2720","2720","2720","KKNACEHJ_02667","OJEIIDGO_01601","EDDCBIGE_01399","KOKFBEGO_01920"
"secA","","Protein translocase subunit SecA","4","4","1","86","9","","","","3329","3329","3329","KKNACEHJ_03608","OJEIIDGO_00561","EDDCBIGE_01043","KOKFBEGO_00831"
"smc","","Chromosome partition protein Smc","4","4","1","196","8","","","","3560","3560","3560","KKNACEHJ_01261","OJEIIDGO_01071","EDDCBIGE_00729","KOKFBEGO_03016"
"group_356","","hypothetical protein","4","4","1","34","8","","","","1442","2150","1796","KKNACEHJ_01384","OJEIIDGO_03053","EDDCBIGE_01891","KOKFBEGO_00572"
"rplJ","","50S ribosomal protein L10","4","4","1","106","4","","","","569","569","569","KKNACEHJ_01209","OJEIIDGO_03998","EDDCBIGE_01424","KOKFBEGO_00938"
"group_3561","","hypothetical protein","4","4","1","67","9","","","","602","602","602","KKNACEHJ_01158","OJEIIDGO_02824","EDDCBIGE_01475","KOKFBEGO_01820"
"vapC2","","Ribonuclease VapC2","4","4","1","57","5","","","","323","323","323","KKNACEHJ_01832","OJEIIDGO_00841","EDDCBIGE_02002","KOKFBEGO_01879"
"slyA","","Transcriptional regulator SlyA","4","4","1","127","8","","","","452","452","452","KKNACEHJ_02887","OJEIIDGO_02784","EDDCBIGE_02181","KOKFBEGO_02132"
"group_3564","","hypothetical protein","4","4","1","169","2","","","","1610","1610","1610","KKNACEHJ_02024","OJEIIDGO_03927","EDDCBIGE_02267","KOKFBEGO_02185"
"apbE_1","","FAD:protein FMN transferase","4","4","1","72","6","","","","1022","1022","1022","KKNACEHJ_01124","OJEIIDGO_02077","EDDCBIGE_01351","KOKFBEGO_02638"
"group_3566","","hypothetical protein","4","4","1","9","51","","","","743","743","743","KKNACEHJ_00417","OJEIIDGO_00246","EDDCBIGE_00483","KOKFBEGO_00313"
"group_3567","","hypothetical protein","4","4","1","45","15","","","","1547","1547","1547","KKNACEHJ_02251","OJEIIDGO_00043","EDDCBIGE_03101","KOKFBEGO_01689"
"lutC","","Lactate utilization protein C","4","4","1","43","4","","","","587","587","587","KKNACEHJ_03459","OJEIIDGO_03840","EDDCBIGE_00373","KOKFBEGO_01502"
"group_3569","","hypothetical protein","4","4","1","160","8","","","","395","395","395","KKNACEHJ_01784","OJEIIDGO_01475","EDDCBIGE_03635","KOKFBEGO_01769"
"group_357","","hypothetical protein","4","4","1","246","2","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1148","1214","1197","KKNACEHJ_01419","OJEIIDGO_03654","EDDCBIGE_02697","KOKFBEGO_02596"
"mmgB","","putative 3-hydroxybutyryl-CoA dehydrogenase","4","4","1","34","22","","","","887","887","887","KKNACEHJ_01397","OJEIIDGO_03039","EDDCBIGE_02063","KOKFBEGO_00586"
"cpoB_3","","Cell division coordinator CpoB","4","4","1","90","10","","","","707","707","707","KKNACEHJ_00935","OJEIIDGO_00436","EDDCBIGE_02669","KOKFBEGO_02600"
"group_3572","","hypothetical protein","4","4","1","143","6","","","","1436","1436","1436","KKNACEHJ_00011","OJEIIDGO_00307","EDDCBIGE_01778","KOKFBEGO_02362"
"group_3573","","hypothetical protein","4","4","1","2","54","","","","1610","1610","1610","KKNACEHJ_02340","OJEIIDGO_01713","EDDCBIGE_03374","KOKFBEGO_01670"
"group_3574","","hypothetical protein","4","4","1","114","6","","","","1064","1064","1064","KKNACEHJ_03173","OJEIIDGO_03200","EDDCBIGE_02816","KOKFBEGO_01352"
"sigH_1","","ECF RNA polymerase sigma factor SigH","4","4","1","126","8","","","","536","536","536","KKNACEHJ_02513","OJEIIDGO_02063","EDDCBIGE_01838","KOKFBEGO_01704"
"purC","","Phosphoribosylaminoimidazole-succinocarboxamide synthase","4","4","1","4","18","","","","965","965","965","KKNACEHJ_00995","OJEIIDGO_02301","EDDCBIGE_00107","KOKFBEGO_00037"
"group_3577","","hypothetical protein","4","4","1","122","2","","","","503","503","503","KKNACEHJ_02382","OJEIIDGO_02957","EDDCBIGE_03500","KOKFBEGO_02118"
"gci","","D-galactarolactone cycloisomerase","4","4","1","50","5","","","","1169","1169","1169","KKNACEHJ_03671","OJEIIDGO_03796","EDDCBIGE_02346","KOKFBEGO_01221"
"group_3579","","hypothetical protein","4","4","1","27","9","","","","491","491","491","KKNACEHJ_03519","OJEIIDGO_03662","EDDCBIGE_03082","KOKFBEGO_00494"
"gltX","","Glutamate--tRNA ligase","4","4","1","198","4","","","","1190","1526","1442","KKNACEHJ_01422","OJEIIDGO_02682","EDDCBIGE_02340","KOKFBEGO_02250"
"group_3580","","hypothetical protein","4","4","1","162","5","","","","1175","1175","1175","KKNACEHJ_01079","OJEIIDGO_00930","EDDCBIGE_02867","KOKFBEGO_02803"
"group_3581","","hypothetical protein","4","4","1","137","5","","","","467","467","467","KKNACEHJ_01953","OJEIIDGO_00752","EDDCBIGE_02625","KOKFBEGO_03404"
"group_3582","","hypothetical protein","4","4","1","105","7","","","","935","935","935","KKNACEHJ_02179","OJEIIDGO_02545","EDDCBIGE_02028","KOKFBEGO_01947"
"group_3583","","hypothetical protein","4","4","1","167","3","","","","395","395","395","KKNACEHJ_01463","OJEIIDGO_01397","EDDCBIGE_02450","KOKFBEGO_02733"
"sodA","","Superoxide dismutase [Mn]","4","4","1","42","3","","","","632","632","632","KKNACEHJ_00401","OJEIIDGO_03194","EDDCBIGE_02914","KOKFBEGO_01794"
"mshA_2","","D-inositol-3-phosphate glycosyltransferase","4","4","1","101","12","","","","1082","1082","1082","KKNACEHJ_00277","OJEIIDGO_00967","EDDCBIGE_01599","KOKFBEGO_01485"
"group_3586","mshA_7","D-inositol-3-phosphate glycosyltransferase","4","4","1","56","5","","","","1013","1013","1013","KKNACEHJ_03435","OJEIIDGO_02748","EDDCBIGE_02395","KOKFBEGO_03038"
"neuA","","CMP-N,N'-diacetyllegionaminic acid synthase","4","4","1","58","13","","","","695","695","695","KKNACEHJ_01430","OJEIIDGO_00424","EDDCBIGE_00399","KOKFBEGO_01050"
"bamA_2","","Outer membrane protein assembly factor BamA","4","4","1","48","19","","","","2390","2390","2390","KKNACEHJ_01947","OJEIIDGO_03485","EDDCBIGE_02429","KOKFBEGO_02787"
"mutS2_1","","Endonuclease MutS2","4","4","1","85","6","","","","2387","2387","2387","KKNACEHJ_03495","OJEIIDGO_01751","EDDCBIGE_01389","KOKFBEGO_01119"
"group_359","","hypothetical protein","4","4","1","268","1","","","","338","473","371","KKNACEHJ_01444","OJEIIDGO_01035","EDDCBIGE_03637","KOKFBEGO_03669"
"group_3590","","hypothetical protein","4","4","1","60","1","","","","962","962","962","KKNACEHJ_02930","OJEIIDGO_03353","EDDCBIGE_01788","KOKFBEGO_01647"
"metZ","","O-succinylhomoserine sulfhydrylase","4","4","1","53","12","","","","1160","1160","1160","KKNACEHJ_03111","OJEIIDGO_01419","EDDCBIGE_00386","KOKFBEGO_00336"
"thrS","","Threonine--tRNA ligase","4","4","1","37","8","","","","1928","1928","1928","KKNACEHJ_02447","OJEIIDGO_03706","EDDCBIGE_01206","KOKFBEGO_01263"
"group_3593","","hypothetical protein","4","4","1","45","18","","","","533","533","533","KKNACEHJ_02248","OJEIIDGO_00046","EDDCBIGE_03104","KOKFBEGO_01686"
"group_3594","","hypothetical protein","4","4","1","231","3","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1358","1358","1358","KKNACEHJ_03567","OJEIIDGO_02859","EDDCBIGE_03672","KOKFBEGO_03729"
"bepA_1","","Beta-barrel assembly-enhancing protease","4","4","1","71","4","","","","1454","1454","1454","KKNACEHJ_01141","OJEIIDGO_00264","EDDCBIGE_00541","KOKFBEGO_01977"
"group_3596","","hypothetical protein","4","4","1","300","2","","","Investigate","1838","1838","1838","KKNACEHJ_00310","OJEIIDGO_03677","EDDCBIGE_03574","KOKFBEGO_03591"
"rplI","","50S ribosomal protein L9","4","4","1","6","34","","","","446","446","446","KKNACEHJ_02426","OJEIIDGO_02483","EDDCBIGE_03251","KOKFBEGO_03208"
"group_3598","","hypothetical protein","4","4","1","15","40","","","","308","308","308","KKNACEHJ_00203","OJEIIDGO_02799","EDDCBIGE_00936","KOKFBEGO_00995"
"group_3599","","hypothetical protein","4","4","1","52","2","","","","305","305","305","KKNACEHJ_00543","OJEIIDGO_02030","EDDCBIGE_02487","KOKFBEGO_00213"
"lolE_3","","Lipoprotein-releasing system transmembrane protein LolE","4","4","1","268","2","","","","1220","1259","1249","KKNACEHJ_01445","OJEIIDGO_01036","EDDCBIGE_03638","KOKFBEGO_03670"
"group_3600","","hypothetical protein","4","4","1","39","19","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","338","338","338","KKNACEHJ_00007","OJEIIDGO_02335","EDDCBIGE_00431","KOKFBEGO_00273"
"group_3601","","hypothetical protein","4","4","1","64","3","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","2342","2342","2342","KKNACEHJ_00478","OJEIIDGO_00290","EDDCBIGE_00871","KOKFBEGO_03399"
"iolG_10","","Myo-inositol 2-dehydrogenase","4","4","1","13","2","","","","1094","1094","1094","KKNACEHJ_00733","OJEIIDGO_02445","EDDCBIGE_00001","KOKFBEGO_03572"
"group_3603","","hypothetical protein","4","4","1","135","9","","","","1085","1085","1085","KKNACEHJ_03135","OJEIIDGO_00135","EDDCBIGE_02186","KOKFBEGO_01899"
"creD","","Inner membrane protein CreD","4","4","1","72","12","","","","1364","1364","1364","KKNACEHJ_01130","OJEIIDGO_00850","EDDCBIGE_01357","KOKFBEGO_02049"
"group_3605","","hypothetical protein","4","4","1","187","4","","","","653","653","653","KKNACEHJ_02030","OJEIIDGO_00191","EDDCBIGE_03158","KOKFBEGO_03087"
"group_3606","","hypothetical protein","4","4","1","3","23","","","","680","680","680","KKNACEHJ_00101","OJEIIDGO_01289","EDDCBIGE_00698","KOKFBEGO_02107"
"phrB","","(6-4) photolyase","4","4","1","36","11","","","","1550","1550","1550","KKNACEHJ_00169","OJEIIDGO_02489","EDDCBIGE_01262","KOKFBEGO_02292"
"group_3608","","hypothetical protein","4","4","1","27","22","","","","359","359","359","KKNACEHJ_02786","OJEIIDGO_01732","EDDCBIGE_00893","KOKFBEGO_00481"
"group_3609","","hypothetical protein","4","4","1","129","9","","","","1229","1229","1229","KKNACEHJ_00059","OJEIIDGO_02980","EDDCBIGE_02886","KOKFBEGO_01314"
"pigH","","4-hydroxy-2,2'-bipyrrole-5-methanol synthase PigH","4","4","1","20","42","","","","1274","1274","1274","KKNACEHJ_02090","OJEIIDGO_00203","EDDCBIGE_02906","KOKFBEGO_02844"
"pgl_1","","6-phosphogluconolactonase","4","4","1","4","38","","","","1094","1094","1094","KKNACEHJ_00973","OJEIIDGO_00527","EDDCBIGE_00085","KOKFBEGO_00015"
"dnaK","","Chaperone protein DnaK","4","4","1","38","21","","","","1922","1922","1922","KKNACEHJ_03750","OJEIIDGO_02347","EDDCBIGE_01111","KOKFBEGO_00887"
"group_3613","","Glutaryl-7-aminocephalosporanic-acid acylase","4","4","1","207","4","","","","2291","2291","2291","KKNACEHJ_01243","OJEIIDGO_00768","EDDCBIGE_02290","KOKFBEGO_02202"
"group_3614","","hypothetical protein","4","4","1","47","8","","","","275","275","275","KKNACEHJ_03411","OJEIIDGO_00081","EDDCBIGE_02311","KOKFBEGO_01621"
"glgP","","Glycogen phosphorylase","4","4","1","30","24","","","","2564","2564","2564","KKNACEHJ_01503","OJEIIDGO_00151","EDDCBIGE_00522","KOKFBEGO_00698"
"atpD","","ATP synthase subunit beta","4","4","1","197","2","","","","1514","1514","1514","KKNACEHJ_02219","OJEIIDGO_03624","EDDCBIGE_02467","KOKFBEGO_02392"
"lpxK","","Tetraacyldisaccharide 4'-kinase","4","4","1","26","11","","","","1067","1067","1067","KKNACEHJ_00907","OJEIIDGO_00977","EDDCBIGE_02797","KOKFBEGO_01152"
"group_3618","","hypothetical protein","4","4","1","58","2","","","","1112","1112","1112","KKNACEHJ_01441","OJEIIDGO_03375","EDDCBIGE_00410","KOKFBEGO_01061"
"group_3619","","hypothetical protein","4","4","1","9","5","","","","404","404","404","KKNACEHJ_03213","OJEIIDGO_03954","EDDCBIGE_00185","KOKFBEGO_03759"
"group_362","","hypothetical protein","4","4","1","113","11","","","","3560","4580","4325","KKNACEHJ_01457","OJEIIDGO_00519","EDDCBIGE_01188","KOKFBEGO_01759"
"group_3620","","hypothetical protein","4","4","1","41","11","","","","773","773","773","KKNACEHJ_01577","OJEIIDGO_00368","EDDCBIGE_02329","KOKFBEGO_02346"
"kdsA_1","","2-dehydro-3-deoxyphosphooctonate aldolase","4","4","1","86","15","","","","1073","1073","1073","KKNACEHJ_03017","OJEIIDGO_02675","EDDCBIGE_01037","KOKFBEGO_00825"
"yedA","","putative inner membrane transporter YedA","4","4","1","97","13","","","","917","917","917","KKNACEHJ_01026","OJEIIDGO_02047","EDDCBIGE_02549","KOKFBEGO_02034"
"group_3623","","hypothetical protein","4","4","1","12","5","","","","1532","1532","1532","KKNACEHJ_01305","OJEIIDGO_02126","EDDCBIGE_02084","KOKFBEGO_01751"
"group_3624","","hypothetical protein","4","4","1","5","11","","","","893","893","893","KKNACEHJ_00222","OJEIIDGO_02659","EDDCBIGE_01027","KOKFBEGO_01292"
"group_3625","","hypothetical protein","4","4","1","16","34","","","","467","467","467","KKNACEHJ_02126","OJEIIDGO_01393","EDDCBIGE_01640","KOKFBEGO_00532"
"hisH","","Imidazole glycerol phosphate synthase subunit HisH","4","4","1","36","20","","","","584","584","584","KKNACEHJ_00178","OJEIIDGO_03294","EDDCBIGE_02691","KOKFBEGO_02546"
"tatC2","","Sec-independent protein translocase protein TatCy","4","4","1","132","7","","","","836","836","836","KKNACEHJ_00677","OJEIIDGO_03599","EDDCBIGE_02499","KOKFBEGO_02005"
"ppgK","","Polyphosphate glucokinase","4","4","1","32","5","","","","764","764","764","KKNACEHJ_02331","OJEIIDGO_01757","EDDCBIGE_02659","KOKFBEGO_00436"
"group_3629","","hypothetical protein","4","4","1","2","27","","","","920","920","920","KKNACEHJ_02958","OJEIIDGO_01519","EDDCBIGE_00427","KOKFBEGO_01155"
"group_363","","hypothetical protein","4","4","1","113","12","","","","1505","1568","1536","KKNACEHJ_01458","OJEIIDGO_03456","EDDCBIGE_01187","KOKFBEGO_01760"
"tolQ_2","","Tol-Pal system protein TolQ","4","4","1","33","7","","","","692","692","692","KKNACEHJ_02468","OJEIIDGO_01952","EDDCBIGE_00470","KOKFBEGO_03666"
"rny_1","","Ribonuclease Y","4","4","1","4","4","","","","1682","1682","1682","KKNACEHJ_02924","OJEIIDGO_00812","EDDCBIGE_02593","KOKFBEGO_00049"
"group_3632","","hypothetical protein","4","4","1","177","1","","","","818","818","818","KKNACEHJ_02391","OJEIIDGO_01851","EDDCBIGE_02147","KOKFBEGO_02205"
"group_3633","","hypothetical protein","4","4","1","200","4","","","","221","221","221","KKNACEHJ_01968","OJEIIDGO_03741","EDDCBIGE_03205","KOKFBEGO_03168"
"group_3634","","hypothetical protein","4","4","1","3","7","","","","452","452","452","KKNACEHJ_00117","OJEIIDGO_03018","EDDCBIGE_03240","KOKFBEGO_00838"
"ahpE","","Alkyl hydroperoxide reductase E","4","4","1","1","116","","","","470","470","470","KKNACEHJ_00561","OJEIIDGO_00730","EDDCBIGE_00653","KOKFBEGO_03654"
"nucA","","Nuclease","4","4","1","209","6","","","","899","899","899","KKNACEHJ_02651","OJEIIDGO_02754","EDDCBIGE_03189","KOKFBEGO_03358"
"coxN","","Alternative cytochrome c oxidase subunit 1","4","4","1","25","28","","","","1862","1862","1862","KKNACEHJ_00509","OJEIIDGO_02180","EDDCBIGE_00675","KOKFBEGO_00766"
"group_3638","","hypothetical protein","4","4","1","3","29","","","","875","875","875","KKNACEHJ_00095","OJEIIDGO_01283","EDDCBIGE_00704","KOKFBEGO_02101"
"group_3639","","hypothetical protein","4","4","1","79","16","","","","362","362","362","KKNACEHJ_03159","OJEIIDGO_03633","EDDCBIGE_03147","KOKFBEGO_03085"
"iolG_5","","Myo-inositol 2-dehydrogenase","4","4","1","113","8","","","","539","983","872","KKNACEHJ_01460","OJEIIDGO_03454","EDDCBIGE_01185","KOKFBEGO_01762"
"group_3640","","hypothetical protein","4","4","1","170","3","","","","635","635","635","KKNACEHJ_02153","OJEIIDGO_03091","EDDCBIGE_02439","KOKFBEGO_02394"
"ctaA","","Heme A synthase","4","4","1","8","47","","","","1088","1088","1088","KKNACEHJ_01257","OJEIIDGO_03242","EDDCBIGE_00820","KOKFBEGO_00082"
"group_3642","","hypothetical protein","4","4","1","2","64","","","","371","371","371","KKNACEHJ_01799","OJEIIDGO_02808","EDDCBIGE_02014","KOKFBEGO_01961"
"group_3643","","hypothetical protein","4","4","1","1","91","","","","515","515","515","KKNACEHJ_01609","OJEIIDGO_01807","EDDCBIGE_03246","KOKFBEGO_03187"
"lig","","DNA ligase","4","4","1","24","31","","","","1589","1589","1589","KKNACEHJ_03001","OJEIIDGO_03217","EDDCBIGE_02988","KOKFBEGO_02408"
"group_3645","","hypothetical protein","4","4","1","1","35","","","","875","875","875","KKNACEHJ_03069","OJEIIDGO_02701","EDDCBIGE_01956","KOKFBEGO_02329"
"group_3646","","hypothetical protein","4","4","1","113","3","","","","410","410","410","KKNACEHJ_00035","OJEIIDGO_01836","EDDCBIGE_01180","KOKFBEGO_03029"
"lolA","","Outer-membrane lipoprotein carrier protein","4","4","1","43","19","","","","671","671","671","KKNACEHJ_03473","OJEIIDGO_02321","EDDCBIGE_00355","KOKFBEGO_01475"
"group_3648","","hypothetical protein","4","4","1","13","28","","","","902","902","902","KKNACEHJ_00760","OJEIIDGO_01107","EDDCBIGE_00028","KOKFBEGO_00129"
"group_3649","","putative protein","4","4","1","26","7","","","","788","788","788","KKNACEHJ_00911","OJEIIDGO_00973","EDDCBIGE_02126","KOKFBEGO_01148"
"group_365","","hypothetical protein","4","4","1","123","1","","","","1742","1787","1775","KKNACEHJ_01467","OJEIIDGO_01909","EDDCBIGE_01613","KOKFBEGO_01533"
